date,day_of_week,start_time,end_time,location,speaker,affiliation,theme,track_x,recommended,time_for_row,orig_time_if_moved,is_moderator,has_room_conflict,is_general_event
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Fifth Floor: Vermont,Ross D. Harmon,,Moderator,New Testament,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Fifth Floor: Vermont,Jeremy Greer,Ouachita Baptist University,Beyond a Herald: John the Baptist as Narrative Forerunner of the Messiah in Matthew,New Testament,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Fifth Floor: Vermont,Ben Browning,New Orleans Baptist Theological Seminary,They Feared the Crowd: The Matthean Mob in Its Roman Context,New Testament,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Fifth Floor: Vermont,Bruce Henning,Cornerstone Theological Seminary,Buy the Treasure Then Give It Away (13:44-52): The Apostles’ Proclamation of Jesus' Mysteries,New Testament,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Fifth Floor: Vermont,Carrie Wood,Regent University,The Toponymic Sea of Galilee in Matthew and the Apocalyptic Man from the Sea in 4 Ezra,New Testament,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Sheraton - Second Floor: Back Bay Ballroom D,Walter Strickland,Southeastern Baptist Theological Seminary,Moderator,Orthodoxy and Deliverance: The Nicene Creed in Black Evangelicalism,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Sheraton - Second Floor: Back Bay Ballroom D,Kelvin Washington,Liberty University,Invisible Man: A Black Evangelical Retrieval of Christ’s Humanity in an Unethical World,Orthodoxy and Deliverance: The Nicene Creed in Black Evangelicalism,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Sheraton - Second Floor: Back Bay Ballroom D,Sherelle Ducksworth,Anderson University,"Nicaea, Black Embodiment, and the Life of God",Orthodoxy and Deliverance: The Nicene Creed in Black Evangelicalism,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Sheraton - Second Floor: Back Bay Ballroom D,Quonekuia Day,Gordon-Conwell Theological Seminary,An Exploration of God’s role as the Father: Implications for the African American Church,Orthodoxy and Deliverance: The Nicene Creed in Black Evangelicalism,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Sheraton - Second Floor: Back Bay Ballroom D,Walter Strickland,Southeastern Baptist Theological Seminary,The Humiliated Judge and Deliverer,Orthodoxy and Deliverance: The Nicene Creed in Black Evangelicalism,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Third Floor: Brandeis,Timothy Yap,Olivet Theological Seminary,Playing Musical Chairs with Saul: Music in the Saul Narrative in 1 Samuel,Old Testament,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Third Floor: Brandeis,B. J. Hilbelink,Trinity Evangelical Divinity School,Fatherly Foreshadowing: Salvation History Typologically Preﬁgured in Genesis 12-50,Old Testament,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Third Floor: Brandeis,Ralph K. Hawkins,Averett University,Face-to-Face with God: The Progressive Democratization of Divine Access in the Hebrew Bible,Old Testament,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Third Floor: Brandeis,Matthew Tabke,Midwestern Baptist Theological Seminary,The Impact of Deuteronomy 26:1-11 on Biblical Theology,Old Testament,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Third Floor: Northeastern,Joshua Hunter,Welch Divinity School,Moderator,Old Testament,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Third Floor: Northeastern,Cristian Rata,SWBTS,The Psalter as a Book for the Humble,Old Testament,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Third Floor: Northeastern,Maturu Milly Erema,Uganda Christian University,A Cry for Vengeance: A Contextual Analysis of the Imprecatory Psalms in Africa,Old Testament,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Third Floor: Northeastern,Micah Barksdale,New Orleans Baptist Theological Seminary,"Character Formation and the Psalms: Creation, Torah, and Prayer in Psalm 19",Old Testament,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Third Floor: Northeastern,Matthew McAﬀee,Welch Divinity School,"",Old Testament,,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Third Floor: Boston University,W. Jackson Watts,Randall University,Moderator,Practical Theology,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Third Floor: Boston University,Christopher Watkin,Monash University,The Rise and Triumph of the Modern Selves,Practical Theology,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Third Floor: Boston University,Esther Sze Ying Lim,The Southern Baptist Theological Seminary,Longing Re-enchanted: Longing as a Central Aspect in C. S. Lewis’s Conversion and Apologetics,Practical Theology,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Third Floor: Boston University,Tim Anderson,Corban University,Framing Haidt's GenZ Anxiety Theologically,Practical Theology,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Third Floor: Boston University,Kamal Weerakoon,Christ College Presbyterian Theological Centre Sydney,Responding to the Vibe Shift: A Fourfold Typology of Emerging Post-Secular Worldviews,Practical Theology,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,3:25 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Alden McCray,Grove City College,Jared Michelson (University of St Andrews) Retrieval Between Repristination and Revisionism,Theologies of Retrieval: Challenges and Prospects,False,3:00 PM,,False,False,
November 19th,Wednesday,3:30 PM,3:55 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Timothy Baylor,Calvin University,"",Theologies of Retrieval: Challenges and Prospects,False,3:50 PM,3:30 PM,False,False,
November 19th,Wednesday,4:00 PM,4:25 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,James M. Arcadi,All Souls Anglican Church / Wheaton College,Going Forward by Looking Backward: Metatheological Reﬂections on Analytic Retrieval,Theologies of Retrieval: Challenges and Prospects,False,3:50 PM,4:00 PM,False,False,
November 19th,Wednesday,4:30 PM,4:55 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Alex Fogleman,Trinity Anglican Seminary,In the Workshop of Ressourcement: Retrieval as Apprenticeship,Theologies of Retrieval: Challenges and Prospects,False,4:40 PM,4:30 PM,False,False,
November 19th,Wednesday,5:00 PM,5:25 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Scott Swain,Reformed Theological Seminary,Retrieving Architectonic Thinking in Theology and Ethics: Retrospect and Prospect,Theologies of Retrieval: Challenges and Prospects,False,4:40 PM,5:00 PM,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Panel Discussion,,,Theologies of Retrieval: Challenges and Prospects,,5:30 PM,,False,False,
November 19th,Wednesday,7:00 PM,8:00 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,ETS Banquet,,,Theologies of Retrieval: Challenges and Prospects,,7:00 PM,,False,False,True
November 19th,Wednesday,8:00 PM,9:00 PM,Copley Place - Fourth Floor: Grand Ballroom Salon EFG,ETS Presidential Address,,,Theologies of Retrieval: Challenges and Prospects,,8:00 PM,,False,False,True
November 20th,Thursday,8:15 AM,8:45 AM,,Worship,,,,,8:15 AM,,False,False,True
November 20th,Thursday,9:00 AM,9:50 AM,Copley Place - Fourth Floor: Grand Ballroom Salon EFG,ETS Plenary Session III,,,,,9:00 AM,,False,False,True
November 20th,Thursday,10:00 AM,11:00 AM,Copley Place - Fourth Floor: Grand Ballroom Salon EFG,ETS Business Meeting,,,,,10:00 AM,,False,False,True
November 20th,Thursday,10:00 AM,11:00 AM,Copley Place - Third Floor: Harvard,EPS Business Meeting,,,,,10:00 AM,,False,False,True
November 20th,Thursday,11:15 AM,12:45 PM,Copley Place - Third Floor: Harvard,Lunch,,,,,11:15 AM,11:15 AM,False,False,True
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Fourth Floor: Nantucket,Greg Peters,Biola University,Moderator,Anglican Theology,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Fourth Floor: Nantucket,Joel Scandrett,Trinity Anglican Seminary,Anglicanism: Creedal or Confessional?,Anglican Theology,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Fourth Floor: Nantucket,Lee Gatiss,Greystone Theological Institute,The Anglican Doctrine of the Creeds,Anglican Theology,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Fourth Floor: Nantucket,Maurice Elliott,"Church of Ireland Theological Institute, Dublin","The Nicene Heritage of Anglicanism: Identity, Doctrine and Liturgy",Anglican Theology,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Fourth Floor: Nantucket,Alex Fogleman,Trinity Anglican Seminary, "In Spirit and Truth: Anglicans and the Nicene Faith Today",Anglican Theology,,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Brian Schultz,Fresno Paciﬁc University,Moderator,Applied Linguistics and Biblical Languages,False,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Brian Schultz,Fresno Paciﬁc University,Language Input and Output for Exegesis: Hebrew,Applied Linguistics and Biblical Languages,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Randall Buth,Whole Word Institute,Exegetical advantages of CLT: Greek,Applied Linguistics and Biblical Languages,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Hélène Dallaire,Denver Seminary,Using Generative AI Tools for Teaching & Learning Biblical Hebrew,Applied Linguistics and Biblical Languages,,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Panel Discussion,,,Applied Linguistics and Biblical Languages,,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Third Floor: Wellesley,Alan Bandy,New Orleans Baptist Theological Seminary,Moderator,Book of Revelation,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:35 PM,Copley Place - Third Floor: Wellesley,Eckhard Schnabel,Gordon-Conwell Theological Seminary,The Structure of Revelation and the Millennium,Book of Revelation,False,1:00 PM,,False,False,
November 20th,Thursday,1:35 PM,2:10 PM,Copley Place - Third Floor: Wellesley,Dave Mathewson,Denver Seminary,New Creation Millennialism: “Almost” but “Not Quite” - An ‘Ideal’ View of the Millennium,Book of Revelation,False,1:40 PM,1:35 PM,False,False,
November 20th,Thursday,2:20 PM,2:55 PM,Copley Place - Third Floor: Wellesley,Rob Dalrymple,Director of Determinetruth, "The Millennium Again: A Rhetorical Critique of New Creation Millennialism",Book of Revelation,,2:20 PM,,False,False,
November 20th,Thursday,2:55 PM,3:30 PM,Copley Place - Third Floor: Wellesley,Joel White,Freie Theologische Hochschule Giessen,Historic Premillennialism and New Creation Millennialism: Commonalities and Diﬀerences,Book of Revelation,False,3:00 PM,2:55 PM,False,False,
November 20th,Thursday,3:35 PM,4:10 PM,Copley Place - Third Floor: Wellesley,Alexander E. Stewart,Gateway Seminary,The Millennium as Polemic against Greco-Roman After-life Beliefs in New Creation Millennialism,Book of Revelation,False,3:30 PM,3:35 PM,False,False,
November 20th,Thursday,1:00 PM,1:30 PM,Copley Place - Fourth Floor: Provincetown,Lewis Ayres*,"The Pontiﬁcal University of St. Thomas Aquinas, Angelicum",Nicaea After 1700 Years: Looking Back and Looking Forward,Early Christian Theology in Protestant Thought,,1:00 PM,,False,False,
November 20th,Thursday,1:40 PM,2:10 PM,Copley Place - Fourth Floor: Provincetown,Michael Haykin,The Southern Baptist Theological Seminary,Text and Color in Gregory of Nyssa's Tract on Ousia and Hypostasis,Early Christian Theology in Protestant Thought,False,1:40 PM,,False,False,
November 20th,Thursday,2:20 PM,2:50 PM,Copley Place - Fourth Floor: Provincetown,David Luy,North American Lutheran Seminary,Divergent Receptions of Nicaea within the Modern Lutheran Theological Tradition,Early Christian Theology in Protestant Thought,False,2:20 PM,,False,False,
November 20th,Thursday,3:00 PM,3:30 PM,Copley Place - Fourth Floor: Provincetown,N. Gray Sutanto*,"Reformed Theological Seminary - Washington, D.C.",Herman Bavinck on Retrieval and Development: Nicaea as a Test-Case,Early Christian Theology in Protestant Thought,,3:00 PM,,False,False,
November 20th,Thursday,3:40 PM,4:10 PM,Copley Place - Fourth Floor: Provincetown,Panel Discussion,,"Nicaea and Its Retrieval in Protestant Thought ",Early Christian Theology in Protestant Thought,,3:30 PM,3:40 PM,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Third Floor: Suﬀolk,Patrick Schreiner,Midwestern Baptist Theological Seminary,Moderator,Gospel of Matthew,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Third Floor: Suﬀolk,Caleb Friedeman,Ohio Christian University,Introducing Gospel Birth Narratives and Historiography: Reopening a Closed Case,Gospel of Matthew,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Third Floor: Suﬀolk,Lucas Moncada III,First Baptist Church of Logan,Christian Myth or Plausible Prediction: Single Fulﬁllment and Matthew's Use of Isaiah 7:14,Gospel of Matthew,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Third Floor: Suﬀolk,Charles Quarles,Southeastern Baptist Theological Seminary,Robert Gundry's Application of Midrash Criticism to the Matthean Birth Narrative,Gospel of Matthew,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Third Floor: Suﬀolk,Panel Discussion,,Gospel Birth Narratives and Historiography: Reopening a Closed Case,Gospel of Matthew,,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Third Floor: Regis,Joseph Dodson,Denver Seminary,Moderator,Greco-Roman Backgrounds,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Third Floor: Regis,James Harrison,Australian University College of Divinity,Ephesian Epigraphy and the Exegesis of Ephesians,Greco-Roman Backgrounds,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Third Floor: Regis,Sandra Glahn,Dallas Theological Seminary,Artemis in the City of Ephesus,Greco-Roman Backgrounds,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Third Floor: Regis,Lynn Cohick,Houston Theological Seminary,"The Council of Ephesus: Theotokos and the Unity of the Church ",Greco-Roman Backgrounds,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Third Floor: Regis,Gary G. Hoag,Kairos,Wealth and Worship in Ephesus,Greco-Roman Backgrounds,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon I,Miles Van Pelt,"Reformed Theological Seminary, Jackson",Moderator,Hebrew Language,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon I,JoAnna Hoyt,Dallas International University,Improving Hebrew Proﬁciency and Pedagogy: One Change at a Time,Hebrew Language,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon I,Catherine McDowell*,Palm Beach Atlantic University,"Assessing Year One Hebrew Language Proﬁciency: Strategies, Challenges & Student Outcomes at PBA",Hebrew Language,,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Fourth Floor: Grand Ballroom Salon I,Phillip Marshall,Houston Christian University,The Indispensability of Making Classroom Time Indispensable,Hebrew Language,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon I,Jennifer Noonan,Columbia International University,"Strategies for Cultivating Motivation, Accountability & Proﬁciency in First-Year Hebrew",Hebrew Language,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,1:25 PM,Sheraton - Second Floor: Back Bay Ballroom C,Michael Licona,Houston Christian University,When 30 Puzzle Pieces Must Do: Reﬂections on Dale Allison’s Resurrection Study,Method in Systematic Theology,False,1:00 PM,,False,False,
November 20th,Thursday,1:30 PM,1:55 PM,Sheraton - Second Floor: Back Bay Ballroom C,Andrew Ter Ern Loke,Hong Kong Baptist University,"An Evaluation of Allison's Discussion of the Alternative Naturalistic Hypotheses to Jesus' Resurrection",Method in Systematic Theology,,1:40 PM,1:30 PM,False,False,
November 20th,Thursday,2:00 PM,2:25 PM,Sheraton - Second Floor: Back Bay Ballroom C,Gary Habermas,Liberty University,The Incomparable Biblical Accounts of the Resurrection Of Christ,Method in Systematic Theology,False,1:50 PM,2:00 PM,False,False,
November 20th,Thursday,2:30 PM,2:55 PM,Sheraton - Second Floor: Back Bay Ballroom C,Jordan Wessling,Lindsey Wilson University,Prior Probabilities and Jesus' Resurrection,Method in Systematic Theology,False,2:20 PM,2:30 PM,False,False,
November 20th,Thursday,3:00 PM,3:25 PM,Sheraton - Second Floor: Back Bay Ballroom C,Dale Allison*,Princeton Theological Seminary,What I Thought I Was Doing: The Resurrection and Comparativism,Method in Systematic Theology,,3:00 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Sheraton - Second Floor: Back Bay Ballroom C,Panel Discussion and Q&A,,,Method in Systematic Theology,,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Third Floor: Boston University,Benjamin Laird,Liberty University,Moderator,"New Testament Canon, Textual Criticism, and Apocryphal Literature",,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Third Floor: Boston University,Alan Bunning,Center for New Testament Restoration,Advantages of Scientiﬁc Textual Criticism,"New Testament Canon, Textual Criticism, and Apocryphal Literature",False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Third Floor: Boston University,Jeyoon Park,McMaster Divinity College,Romans 8:28 Revisited: Textual Criticism,"New Testament Canon, Textual Criticism, and Apocryphal Literature",False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Third Floor: Boston University,Matthew LaMaster,New England Bible College and Seminary,"The Gospels We Have, Missionary Ideology and Gospel Canonization","New Testament Canon, Textual Criticism, and Apocryphal Literature",False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Third Floor: Boston University,Sung Min Park & Tomas Bokedal,Summit Paciﬁc College & NLA University College and Lund University,"Notions of ‘Canon’ and the Early New Testament Canon Formation: Extrinsic and Intrinsic Aspects","New Testament Canon, Textual Criticism and Apocryphal Literature",False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon D,M. Daniel Carroll R.,Wheaton College and Graduate School,Moderator,Old Testament Theology,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon D,Nathan Lovell,George Whiteﬁeld College,Forgiveness and Structural Sin,Old Testament Theology,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon D,Megan Roberts,Prairie College,Forgiveness and Memory,Old Testament Theology,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Fourth Floor: Grand Ballroom Salon D,Kit Barker,Sydney Missionary & Bible College,Forgiveness and Justice,Old Testament Theology,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon D,Hannah Harrington,Patten University,Forgiveness and Ritual in the Dead Sea Scrolls,Old Testament Theology,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,1:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon A,Richard Schultz,Wheaton College,Creation in Proverbs and Ecclesiastes Respondent: Katharine Dell* (University of Cambridge),Old Testament Wisdom Literature,False,1:00 PM,,False,False,
November 20th,Thursday,1:40 PM,2:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon A,Brittany Melton,,"(University of Cambridge)",Old Testament Wisdom Literature,,1:40 PM,,False,False,
November 20th,Thursday,2:20 PM,2:50 PM,Copley Place - Fourth Floor: Grand Ballroom Salon A,Tremper Longman,Westmont College,Creation in Genesis 1-3 and Psalm 104 Respondent: Katharine Dell* (University of Cambridge),Old Testament Wisdom Literature,True,2:20 PM,,False,False,
November 20th,Thursday,3:00 PM,3:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon A,Seulgi Byun,Grove City College,Creation and Genesis 9 Respondent: Katharine Dell* (University of Cambridge),Old Testament Wisdom Literature,False,3:00 PM,,False,False,
November 20th,Thursday,3:40 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon A,Ryan O’Dowd*,"Chesterton House, Cornell University","Creation, Wisdom, and Covenant Respondent: Katharine Dell* (University of Cambridge)",Old Testament Wisdom Literature,,3:30 PM,3:40 PM,False,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Fourth Floor: Vineyard,Craig Keener,Asbury Theological Seminary,New Testament Background: Understanding Cultural Contexts,Socio-Cultural Interpretation,True,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Fourth Floor: Vineyard,Moyer Hubbard,Talbot School of Theology/Biola University,"",Socio-Cultural Interpretation,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Fourth Floor: Vineyard,Jacobus Kok*,"Evangelische Theologische Faculteit Leuven, Belgium",How Cognitive Metaphors and Social Identity Complexity Theory Shape and Restrain Our Reﬂection,Socio-Cultural Interpretation,,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Fourth Floor: Vineyard,Ben Witherington*,Asbury Theological Seminary,Toward a More Historical Method of Doing Biblical Criticism,Socio-Cultural Interpretation,,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Brittany Kim,BibleProject,Moderator,Warfare and Violence in the Old Testament,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:20 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Charlie Trimm,Biola University,Recent Research on Levitical Herem and Herem in the Mesha Stela,Warfare and Violence in the Old Testament,False,1:00 PM,,False,False,
November 20th,Thursday,1:20 PM,1:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Michael Morales,Greenville Presbyterian Theological Seminary,“No Mercy”? Herem in Deuteronomy and Joshua,Warfare and Violence in the Old Testament,False,1:00 PM,1:20 PM,False,False,
November 20th,Thursday,1:40 PM,2:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Discussion,,,Warfare and Violence in the Old Testament,,1:40 PM,,False,False,
November 20th,Thursday,2:40 PM,3:00 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,David Firth,Trinity College Bristol / UFS,Herem in the Rest of the Old Testament,Warfare and Violence in the Old Testament,False,2:40 PM,,False,False,
November 20th,Thursday,3:00 PM,3:20 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Myrto Theocharous,"Greek Bible College, Athens, Greece",Making Sense of Herem Today,Warfare and Violence in the Old Testament,False,3:00 PM,,False,False,
November 20th,Thursday,3:20 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Discussion,,,Warfare and Violence in the Old Testament,,3:30 PM,3:20 PM,False,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Third Floor: Harvard,Matthew Sokoloski,Freed-Hardeman University,Leslie Taylor (Freed-Hardeman University) Anchored Narratives and Incarnational Primacy: An Apologetic Proposal,Evangelical Philosophical Society,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Third Floor: Harvard,Rich Day,New Orleans Baptist Theological Seminary/ Ratio Christi,Deﬁning The Terms: Using Their Materials,Evangelical Philosophical Society,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Third Floor: Harvard,Robert B. Stewart,New Orleans Baptist Theological Seminary,A Methodological Critique of the Low Christology of Post-Bultmannian Critical New Testament Scholars,Evangelical Philosophical Society,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Third Floor: Harvard,Brad Seeman,Taylor University,“Get on with It”: Alvin Plantinga and a Neglected Apologetic Dimension of Reformed Epistemology,Evangelical Philosophical Society,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Sheraton - Second Floor: Back Bay Ballroom D,Andrew Hollingsworth,Church of the Holy Trinity: An Anglican Mission,Moderator,Evangelical Philosophical Society,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:20 PM,Sheraton - Second Floor: Back Bay Ballroom D,Craig Blomberg,Denver Seminary,"William Lane Craig’s Systematic Philosophical Theology, Vol. 1",Evangelical Philosophical Society,True,1:00 PM,,False,False,
November 20th,Thursday,1:20 PM,1:40 PM,Sheraton - Second Floor: Back Bay Ballroom D,Thomas McCall,Asbury Theological Seminary,"William Lane Craig’s Systematic Philosophical Theology, Vol. 1",Evangelical Philosophical Society,True,1:00 PM,1:20 PM,False,False,
November 20th,Thursday,1:40 PM,2:00 PM,Sheraton - Second Floor: Back Bay Ballroom D,Elizabeth Jackson,St. Louis University,"William Lane Craig’s Systematic Philosophical Theology, Vol. 1",Evangelical Philosophical Society,False,1:40 PM,,False,False,
November 20th,Thursday,2:00 PM,2:20 PM,Sheraton - Second Floor: Back Bay Ballroom D,William Lane Craig,Talbot School of Theology,"William Lane Craig’s Systematic Philosophical Theology, Vol. 1",Evangelical Philosophical Society,True,1:50 PM,2:00 PM,False,False,
November 20th,Thursday,2:20 PM,4:10 PM,Sheraton - Second Floor: Back Bay Ballroom D,Q&A,,"William Lane Craig’s Systematic Philosophical Theology, Vol. 1",Evangelical Philosophical Society,"William Lane Craig’s Systematic Philosophical Theology, Vol. 1",2:20 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Third Floor: MIT,Ben Whittington,Anderson University,Moderator,Evangelical Philosophical Society,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Third Floor: MIT,Dean Meadows,Holy Apostles College & Seminary,The Modal Thomistic Ontological Argument for the Existence of God,Evangelical Philosophical Society,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Third Floor: MIT,Emma Gregory,University of Arkansas,Beauty as a Doorway to the Divine: Thomas Reid's Faculty of Taste and an application to the Visual Arts,Evangelical Philosophical Society,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Third Floor: MIT,Gavin Ortlund,Truth Unites/Immanuel Nashville/Phoenix Seminary,The Argument for God from Eternal Truths,Evangelical Philosophical Society,True,2:40 PM,,False,False,
